품목일련번호,주성분
201700254,아세트아미노펜|아세트아미노펜
201404717,홍삼70%에탄올연조엑스|아스코르브산97%과립|산화마그네슘|피리독신염산염|폴산|판토텐산칼슘|시아노코발라민1000배산
201307087,아세트아미노펜|에페드린염산염|카페인무수물
198400661,아기오락스원료과립(Agiolaxpregranules)
201706514,락툴로오즈농축액
200712401,비사코딜|도큐세이트나트륨|작약엑스산|우르소데옥시콜산|피리독신염산염|판토텐산칼슘
202102039,푸르설티아민|리보플라빈부티레이트|피리독살포스페이트수화물|니코틴산아미드|판토텐산칼슘|토코페롤아세테이트2배산|산화마그네슘|콜레칼시페롤농축분말|폴산|비오틴|시아노코발라민
202107556,레티놀아세테이트과립|폴산|비오틴|콜레칼시페롤농축분말|황산망간수화물|산화제이구리|로얄젤리|푸르설티아민|리보플라빈부티레이트|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독살포스페이트수화물|피리독신염산염|시아노코발라민|아스코르브산|초산디알파토코페롤|산화아연|셀레늄함유건조효모|시트르산칼슘수화물|산화마그네슘|콘드로이틴설페이트나트륨|우르소데옥시콜산
201500313,레티놀아세테이트과립|푸르설티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민1000배산|아스코르브산|콜레칼시페롤농축분말|토코페롤아세테이트2배산|비오틴|황산망간수화물|산화제이구리|산화아연|푸마르산철|크롬함유건조효모|셀레늄함유건조효모|무수인산수소칼슘|산화마그네슘|콘드로이틴설페이트나트륨|우르소데옥시콜산
201500972,푸르설티아민염산염|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독신염산염|시아노코발라민1000배산|아스코르브산|토코페롤아세테이트2배산|폴산|비오틴|푸마르산철|산화아연|셀레늄함유건조효모
200400325,푸르설티아민염산염|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독신염산염|시아노코발라민1000배산|시아노코발라민1000배산|아스코르브산|토코페롤아세테이트2배산|폴산|비오틴|푸마르산철|산화아연|셀레늄함유건조효모
200500433,레티놀팔미테이트과립|푸르설티아민|피리독신염산염3배산|시아노코발라민1000배산|토코페롤아세테이트2배산|아스코르브산|리보플라빈부티레이트|β-카로틴20%과립|셀레늄함유건조효모|황산망간수화물|산화제이구리|산화아연
201800353,푸르설티아민염산염|니코틴산아미드|피리독신염산염|시아노코발라민100배산|토코페롤아세테이트2배산|리보플라빈|폴산|판토텐산칼슘|γ-오리자놀
201904305,아스코르브산|시아노코발라민100배산|폴산|산화마그네슘|유비데카레논10%|토코페롤아세테이트2배산
201902001,푸르설티아민염산염|푸마르산철|산화아연|유비데카레논10%|토코페롤아세테이트2배산|시아노코발라민100배산
202106737,푸르설티아민|리보플라빈|비오틴|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민1000배산|레티놀아세테이트|아스코르브산과립97%|토코페롤아세테이트2배산|농축콜레칼시페롤(분말형)|셀레늄함유건조효모|산화아연
201904226,푸르설티아민염산염|콜레칼시페롤농축분말|폴산|무수인산수소칼슘|산화마그네슘|염화칼륨|산화아연|유비데카레논10%|토코페롤아세테이트2배산|시아노코발라민1000배산
201902077,콜레칼시페롤농축분말|티아민질산염3배산|폴산|무수인산수소칼슘|산화마그네슘|염화칼륨|산화아연|유비데카레논10%|토코페롤아세테이트2배산|시아노코발라민100배산|푸마르산철
201404210,로얄젤리|히드로코르티손
200903224,제피아스코르브산|리소짐염산염|카르바조크롬|토코페롤아세테이트2배산
200801021,푸르설티아민염산염|피리독살포스페이트수화물|히드록소코발라민아세트산염|리보플라빈
200904542,푸르설티아민염산염|아스코르브산과립97%|리보플라빈부티레이트|피리독신염산염|시아노코발라민1000배산|폴산|비오틴|니코틴산아미드|판토텐산칼슘|토코페롤아세테이트2배산|푸마르산철|산화아연|셀레늄함유건조효모
199302027,암브록솔염산염
198900711,독시라민숙신산염
200301846,클로르페니라민말레산염|dl-메틸에페드린염산염|인진호탕건조엑스(10→1)
199701398,세티리진염산염
199901375,이부프로펜
201100657,L-아르기닌염산염
201802601,세티리진염산염
200904666,세티리진염산염
200201239,이부프로펜|아르기닌
200000561,베타메타손발레레이트|겐타마이신황산염
201906127,알마게이트
200807239,케토프로펜
201700854,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
201602365,아모롤핀염산염
201600808,아모롤핀염산염
201601572,아모롤핀염산염
201801775,리도카인염산염|클로르페니라민말레산염|크로타미톤|프레드니솔론아세테이트|벤제토늄염화물|살리실산글리콜|L-멘톨
200003982,베타메타손발레레이트|겐타마이신황산염
200810810,염화세틸피리디늄|클로르페니라민말레산염|디부카인염산염|나파졸린염산염
200804447,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
200607867,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
202007535,아세틸시스테인|클로르페니라민말레산염
199702918,아세트아미노펜제피세립
201603599,아세트아미노펜|DL-메티오닌
200904325,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
201800317,L-리신염산염|L-류신|L-메티오닌|L-발린|L-이소류신|L-아르기닌염산염|L-페닐알라닌|L-트레오닌|L-트리프토판|니코틴산아미드|피리독신염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈
200905004,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
198700657,트리암시놀론아세토니드
201603416,아스피린
201405003,아스피린
201602240,아세트아미노펜|에페드린염산염|카페인무수물
199300928,아세틸시스테인
201405501,아세틸시스테인
199301549,암브록솔염산염
201704496,아모롤핀염산염
199602374,아세틸시스테인
201504206,아세틸시스테인
201905099,아세트아미노펜|아세트아미노펜
201705483,아세틸시스테인
201901857,아세틸시스테인
201306207,아세틸시스테인
200102577,아세트아미노펜제피세립
200009624,베타메타손발레레이트|겐타마이신황산염
201804476,에페드린염산염|카페인무수물|아세트아미노펜
200201781,노스카핀|dl-메틸에페드린염산염|덱스트로메토르판브롬화수소산염수화물|카르비녹사민말레산염|구아야콜설폰산칼륨
201908655,덱스트로메토르판브롬화수소산염수화물|클로르페니라민말레산염|dl-메틸에페드린염산염|구아야콜설폰산칼륨|길경유동엑스|차전초유동엑스
200600421,dl-메틸에페드린염산염|카르비녹사민말레산염|구아야콜설폰산칼륨|덱스트로메토르판브롬화수소산염수화물
199601338,아세트아미노펜제피세립
200904855,아세틸시스테인
201208281,아스피린
201600396,아스피린
201300051,아스피린
201706882,아스피린
201308448,아스피린
200108429,아스피린
201306277,아스피린
201306112,아스피린
200005087,알파칼시돌
200303256,아시클로버
202007060,아시클로버
201604308,센텔라정량추출물|네오마이신황산염
200004875,락토바실루스아시도필루스균
199601956,아세틸시스테인
200801734,베타메타손발레레이트|겐타마이신황산염
200004608,DL-메티오닌|L-류신|L-발린|L-이소류신|L-트레오닌|L-트리프토판|L-페닐알라닌|L-리신염산염|레티놀팔미테이트|에르고칼시페롤|토코페롤아세테이트2배산|티아민질산염|리보플라빈|니코틴산아미드|피리독신염산염|판토텐산칼슘|시아노코발라민|폴산|아스코르브산
201501497,디펜히드라민|디부카인염산염|크로타미톤|L-멘톨|dl-캄파|에녹솔론
201104314,덱스트로메토르판브롬화수소산염수화물|황련엑스산|길경엑스산|아세트아미노펜|에텐자미드|클로르페니라민말레산염
200000744,소청룡탕건조엑스|아세트아미노펜|티페피딘히벤즈산염|클로르페니라민말레산염|카페인무수물
201104019,아세트아미노펜|클로르페니라민말레산염|카페인무수물|수도에페드린염산염|소청룡탕건조엑스
201604678,벤포티아민|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독신염산염|비오틴|폴산|시아노코발라민1000배산|레티놀아세테이트|아스코르브산97%과립|토코페롤아세테이트2배산|셀레늄함유건조효모|산화아연|산화마그네슘
201101837,수용성아줄렌|글리시리진산이칼륨|클로르페니라민말레산염
200900963,폴리소르베이트80
201602870,라니티딘염산염
199803691,시아노코발라민|클로르페니라민말레산염|나파졸린염산염
199600905,히프로멜로오스2910|덱스트란70
202005205,폴리데옥시리보뉴클레오티드나트륨
200806461,콘드로이틴설페이트나트륨|히프로멜로오스|염화나트륨|염화칼륨
201209546,설파메톡사졸나트륨|글리시리진산디칼륨|아미노카프로산|타우린
201209481,테트라히드로졸린염산염|네오스티그민메틸황산염|클로르페니라민말레산염|레티놀팔미테이트|피리독신염산염|D-α-토코페롤아세테이트|L-아스파르트산칼륨|타우린
202100552,테트라히드로졸린염산염|네오스티그민메틸황산염|클로르페니라민말레산염|레티놀팔미테이트|피리독신염산염|D-α-토코페롤아세테이트|L-아스파르트산칼륨|아미노카프로산
200711294,레티놀팔미테이트|피리독신염산염|클로르페니라민말레산염|네오스티그민메틸황산염|테트라히드로졸린염산염|D-α-토코페롤아세테이트|L-아스파르트산칼륨
200711295,L-아스파르트산칼륨|타우린|콘드로이틴설페이트나트륨|염화나트륨
201507770,글리시리진산이칼륨|클로르페니라민말레산염|시아노코발라민|피리독신염산염|타우린|콘드로이틴설페이트나트륨
201507771,아미노카프로산|글리시리진산이칼륨|클로르페니라민말레산염|콘드로이틴설페이트나트륨|피리독신염산염|토코페롤아세테이트
200901147,이부프로펜
200710167,사유|레티놀팔미테이트유|에르고칼시페롤과립|동클로로필
201800862,덱시부프로펜
201606231,설파메톡사졸|글리시리진산이칼륨|클로르페니라민말레산염|아미노카프로산
202003708,염화나트륨|염화칼륨|포도당
201606696,트레할로스수화물
201101838,염화나트륨|염화칼륨
199400871,베타메타손발레레이트|겐타마이신황산염
201804689,글루타티온(환원형)
200612120,설파메톡사졸|글리시리진산이칼륨|클로르페니라민말레산염|아미노카프로산
201403291,크로몰린나트륨
200901761,아미노카프로산|네오스티그민메틸황산염|나파졸린염산염|클로르페니라민말레산염
201402125,레티놀팔미테이트과립|콜레칼시페롤과립|티아민질산염|리보플라빈포스페이트나트륨|피리독신염산염|시아노코발라민1000배산|아스코르브산97%과립|토코페롤아세테이트|니코틴산아미드|판토텐산칼슘|무수인산수소칼슘|산화마그네슘|홍삼70%에탄올연조엑스
200904427,카르복시메틸셀룰로오스나트륨
201501013,트레할로스수화물
201105482,카르복시메틸셀룰로오스나트륨
202105312,카르복시메틸셀룰로오스나트륨
202006233,염화나트륨|염화칼륨|포도당
201006869,염화나트륨|염화칼륨|포도당
201403454,케토티펜푸마르산염
200710369,사유|레티놀팔미테이트유|에르고칼시페롤|동클로로필
201707322,트레할로스수화물
202100413,트레할로스수화물
200709806,사유|레티놀팔미테이트유|에르고칼시페롤|동클로로필
200707533,사유|레티놀팔미테이트유|에르고칼시페롤과립|동클로로필
200103360,아미노카프로산|네오스티그민메틸황산염|나파졸린염산염|클로르페니라민말레산염
200501005,아미노카프로산|네오스티그민메틸황산염|나파졸린염산염|클로르페니라민말레산염
201504916,나파졸린염산염|글리시리진산이칼륨|콘드로이틴설페이트나트륨|판테놀|시아노코발라민|피리독신염산염
198902058,아세틸시스테인
200608046,아젤라산
198601284,독시라민석시네이트
201800613,구아야줄렌
201402801,구아야줄렌
201905326,판크레아틴장용과립|육계가루|회향가루|용담가루|정향가루|우르소데옥시콜산
200401307,디아스타제·프로테아제N1|락토바실루스스포로게네스균|d-비오틴|판크레아틴장용과립|시메티콘산
201600732,피리티온아연액
201900824,아세트아미노펜|에페드린염산염|카페인무수물
201302260,아세트아미노펜|에페드린염산염|카페인무수물
202002553,아세트아미노펜|에페드린염산염|카페인무수물
201305017,리도카인
199801389,아세틸시스테인
200202001,아시클로버
201908266,헤파린나트륨|알란토인|D-판테놀
202203168,이부프로펜피코놀|이소프로필메틸페놀
201403697,아세틸시스테인
200901703,리도카인염산염|클로르페니라민말레산염|크로타미톤|프레드니솔론아세테이트|벤제토늄염화물|살리실산글리콜|L-멘톨
200908862,레티놀팔미테이트|농축콜레칼시페롤유|토코페롤아세테이트|유비데카레논|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|아스코르브산|폴산|비오틴|티아민질산염|피토나디온5%|인산수소칼슘수화물|푸마르산철|산화아연|산화제이구리|산화마그네슘|황산망간수화물|요오드화칼륨|황산칼륨
199703126,아세틸시스테인
201503763,디클로페낙디에틸암모늄
202102133,판크레아틴|셀룰라제|우담즙건조엑스|디메티콘
200300450,케토티펜푸마르산염
201404331,디시클로민염산염|파파베린염산염
201401475,에페드린염산염|카페인무수물|아세트아미노펜
200403167,에페드린염산염|카페인무수물|아세트아미노펜
202103680,아세트아미노펜|에페드린염산염|카페인무수물
201505730,디클로페낙
201802469,디클로페낙나트륨
200806320,디클로페낙디에칠암모늄
202101212,디클로페낙
202000421,파모티딘
200804589,트리암시놀론아세토니드
199100976,겐타마이신황산염
197400199,니트로푸라존
200501029,아시클로버
199900554,건조수산화알루미늄겔|탄산마그네슘
201908354,포도엽건조엑스
200700012,셀레늄함유건조효모|β-카로틴현탁액30%|아스코르브산|토코페롤
200502066,결정트립신|브로멜라인
200002423,락토바실루스아시도필루스균
197700312,락토바실루스아시도필루스
200002422,락토바실루스아시도필루스균
200402713,디펜히드라민|dl-캄파|l-멘톨|디부카인염산염|에녹솔론
199702003,벤지다민염산염
202103216,리보플라빈부티레이트|피리독신염산염|니코틴산아미드|비오틴|L-시스테인
202000951,아시클로버|히드로코르티손
201602741,네오마이신황산염|폴리믹신B황산염|바시트라신아연|프라목신염산염
201403937,살리실산메틸|L-멘톨|l-멘톨|dl-캄파|노닐산바닐릴아미드
201803717,살리실산메틸|l-멘톨|토코페롤아세테이트
201501005,케토프로펜
201706996,펠비낙
199800728,살리실산메틸|L-멘톨
200607742,펠비낙
201804122,케토프로펜
201803902,케토프로펜
201504891,살리실산메틸|L-멘톨|dl-캄파|박하유|토코페롤아세테이트|디펜히드라민|노닐산바닐릴아미드
201110740,펠비낙
201906345,펠비낙|l-멘톨
201006814,플루르비프로펜
201606460,록소프로펜나트륨수화물
201306284,황백연조엑스(3.3→1)|치자연조엑스(3.0→1)|살리실산글리콜|l-멘톨|dl-캄파|토코페롤아세테이트
201110394,플루르비프로펜
202001421,포도엽건조엑스
199600597,알마게이트
201206499,알마게이트
199602733,알마게이트
199500630,알마게이트
201805203,알마게이트
202102246,L-아스파르트산-L-아르기닌수화물
200200858,알벤다졸
200410902,에르도스테인
200300269,에르도스테인
201605325,에르도스테인
200905228,세티리진염산염
199504365,알마게이트
199201106,알마게이트
199101134,알마게이트
200102777,스코폴리아엑스|비스무트차질산염|베르베린염화물수화물|아크리놀수화물
200806365,펙소페나딘염산염
201602714,세티리진염산염
200906254,세티리진염산염
201603775,세티리진염산염
201901388,세티리진염산염
200202172,케토티펜푸마르산염
199701908,세티리진염산염
202106787,세티리진염산염
200000947,케토티펜푸마르산염
199801016,펙소페나딘염산염
200001515,세티리진염산염
201903366,세티리진염산염
199700265,세티리진염산염
200402585,클로르페니라민말레산염|dl-메틸에페드린염산염|인진호탕건조엑스(10→1)
201502338,로라타딘
198200057,크로모글리크산나트륨
199800504,로라타딘
201602144,로라타딘
200501095,시메티딘|규산알루민산마그네슘|히드로탈시드|탄산수소나트륨
199804309,이부프로펜
202001232,덱스판테놀
200500102,육계가루|건강가루|용담가루|스코폴리아엑스|탄산수소나트륨|우르소데옥시콜산|규산알루민산마그네슘
200901619,알긴산|카르복시메틸셀룰로오스나트륨
201402826,알마게이트
197900176,클로르헥시딘글루콘산염액
201904317,알마게이트|유당수화물
199703379,알마게이트
199000541,알마게이트
198400278,알마게이트
201403739,알마게이트
201309706,건조수산화알루미늄겔|탄산마그네슘
201309996,알마게이트
201707304,알마게이트
201203095,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘
201402790,알마게이트
201208256,알마게이트
201402825,알마게이트
201802877,알마게이트
201804964,알마게이트
199501564,알마게이트
201310042,알마게이트
201403721,알마게이트
201901045,알마게이트
200103915,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘
201901656,알마게이트
201902342,알마게이트
201908600,알마게이트
201706141,알마게이트
200204177,건조수산화알루미늄겔|탄산마그네슘
201400701,알마게이트
201706849,알마게이트
201404116,알마게이트
199701099,세티리진염산염
201907790,건조수산화알루미늄겔|침강탄산칼슘|탄산마그네슘|탄산수소나트륨
200402762,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘
202006366,건조수산화알루미늄겔|탄산마그네슘|옥세타자인
201507696,에르도스테인
200801080,알벤다졸
201706415,알마게이트
201606681,알벤다졸
200904615,알벤다졸
200904073,알벤다졸
201604703,폴리크레줄렌액50%
201402733,알마게이트
201506617,폴리크레줄렌액50%
200902501,폴리크레줄렌액50%
201101451,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
200201549,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
200004284,폴리말토오스수산화제이철착염
200403844,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
200811798,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|니코틴산아미드|피리독신염산염|시아노코발라민
200300623,알벤다졸
201404747,슈도에페드린염산염|트리프롤리딘염산염수화물
198802481,나프록센나트륨
200905403,세티리진염산염
200511463,클로르헥시딘글루콘산염액|에탄올
200807058,알벤다졸
201901675,세티리진염산염
202202287,L-아스파르트산-L-아르기닌수화물
202004247,알벤다졸
200905943,알벤다졸
199801849,세티리진염산염
200905653,세티리진염산염
199800303,세티리진염산염
202002550,탄산칼슘|농축콜레칼시페롤
202106375,탄산칼슘|농축콜레칼시페롤
201400930,아스피린|시트르산|탄산수소나트륨
200401799,아세트아미노펜|덱스트로메토르판브롬화수소산염수화물|수도에페드린염산염|클로르페니라민말레산염|구아이페네신
202005452,알벤다졸
199401848,베타인염산염|L-아르기닌|베타인|시트르산수화물
201706818,푸르설티아민|폴산
201802728,이부프로펜
199400891,플루벤다졸
201501814,알벤다졸
201402059,라니티딘염산염
199701900,세티리진염산염
202007317,알파칼시돌
199000383,알파칼시돌
199600953,알파칼시돌
199302514,아세트아미노펜
200901231,우르소데옥시콜산|티아민질산염|리보플라빈
200301477,알파칼시돌
201600993,아세트아미노펜|덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염|구아이페네신|클로르페니라민말레산염|카페인무수물
200709256,클로닉신리시네이트
202203100,레티놀아세테이트과립|푸르설티아민염산염|리보플라빈|니코틴산아미드|농축콜레칼시페롤|산화아연|산화마그네슘
200101539,건조수산화알루미늄겔|탄산마그네슘
200003464,셀레늄함유건조효모|토코페롤아세테이트|레티놀팔미테이트|아스코르브산
201404364,아스피린
198800558,암브록솔염산염
201304742,암브록솔염산염
200904932,아세트아미노펜|에텐자미드
198800057,암브록솔염산염
197500088,건조수산화알루미늄겔
201600290,L-아스파르트산-L-아르기닌수화물
201604643,폴리크레줄렌액50%
199801509,테르비나핀염산염
202002056,네오마이신황산염|폴리믹신B황산염|바시트라신아연|프라목신염산염
200607484,클로르헥시딘글루콘산염액|디펜히드라민염산염|디부카인염산염|알란토인|나파졸린염산염
199701224,디아스타제·프로테아제·셀룰라제|메타규산알루민산마그네슘|리파제|탄산수소나트륨|감초가루|침강탄산칼슘|스코폴리아엑스|트리메부틴말레산염
201000953,덱시부프로펜
200100915,덱시부프로펜
200001368,덱시부프로펜
201700260,L-아스파르트산-L-아르기닌수화물
201004587,콜레칼시페롤과립|아스코르브산
201205251,콜레칼시페롤과립
201900112,탄산칼슘|농축콜레칼시페롤(분말형)
200610785,이부프로펜
200109769,이부프로펜
201904268,비스벤티아민|피리독신염산염|시아노코발라민|토코페롤숙시네이트칼슘|니코틴산아미드
198900129,락트산칼슘수화물|글루콘산칼슘수화물|침강탄산칼슘|건조에르고칼시페롤
202000108,트리메부틴말레산염
200410130,알코올|글루콘산클로르헥시딘액
200201831,덱시부프로펜
201304069,알긴산나트륨|탄산수소칼륨
202002646,파모티딘
201901721,이부프로펜피코놀|이소프로필메틸페놀
201700259,아세트아미노펜|카페인무수물|에페드린염산염
200202373,니자티딘
200002985,트리프롤리딘염산염수화물|슈도에페드린염산염
202102445,콘드로이틴설페이트나트륨|벤포티아민|니코틴산아미드|이노시톨|판토텐산칼슘|피리독신염산염|시아노코발라민1000배산|리보플라빈부티레이트|감마-오리자놀|콜레칼시페롤농축분말|산화아연
201607031,아스코르브산|판토텐산칼슘|푸마르산철|푸르설티아민염산염|피리독신염산염|셀레늄함유건조효모|산화아연|d-비오틴|시아노코발라민1000배산|폴산|니코틴산아미드|리보플라빈부티레이트|토코페롤아세테이트2배산
201607127,푸르설티아민염산염|피리독살포스페이트수화물|메코발라민|d-α-토코페롤숙시네이트|γ-오리자놀|폴산
201310917,푸르설티아민염산염|피리독신염산염|시아노코발라민|토코페롤숙시네이트칼슘|판토텐산칼슘타입S|γ-오리자놀
200906270,시트룰린말산염
201908441,시아노코발라민1000배산|리보플라빈|폴산|제피아스코르브산|산화아연|피리독신염산염|니코틴산아미드|판토텐산칼슘|벤포티아민|비오틴|콜린타르타르산염|이노시톨|우르소데옥시콜산|토코페롤아세테이트2배산|감마오리자놀|콜레칼시페롤농축분말
202104797,벤포티아민|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독살포스페이트수화물|히드록소코발라민아세트산염|비오틴|폴산|콜린타르타르산염|이노시톨|아스코르브산|토코페롤아세테이트2배산|농축콜레칼시페롤(분말형)|셀레늄함유건조효모|산화마그네슘|산화아연|유비데카레논|감마-오리자놀|우르소데옥시콜산
201908339,벤포티아민|리보플라빈부티레이트|리보플라빈|피리독살포스페이트수화물|피리독신염산염|히드록소코발라민아세트산염|니코틴산아미드|판토텐산칼슘|폴산|아스코르브산|토코페롤아세테이트2배산|농축콜레칼시페롤과립|비오틴|산화마그네슘|산화아연|콜린타르타르산염|이노시톨|우르소데옥시콜산|감마오리자놀|셀레늄함유건조효모
202001308,시트룰린말산염
200808194,토코페롤아세테이트|아스코르브산|β-카로틴현탁액30%|유비데카레논|산화아연|셀레늄가루0.1%|우르소데옥시콜산|푸르설티아민
201901187,피록시캄
202005449,푸르설티아민염산염|아스코르브산97%과립|리보플라빈부티레이트|피리독신염산염|시아노코발라민1000배산|폴산|비오틴|니코틴산아미드|판토텐산칼슘|토코페롤아세테이트2배산|푸마르산철|산화아연|셀레늄가루0.1%
202107668,벤포티아민|비스벤티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|비오틴|폴산|시아노코발라민|이노시톨|콜린타르타르산염|아스코르브산|토코페롤아세테이트2배산|산화아연|셀레늄함유건조효모|산화마그네슘|농축콜레칼시페롤(분말형)|우르소데옥시콜산|γ-오리자놀
202008793,벤포티아민|비스벤티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|비오틴|폴산|시아노코발라민|이노시톨|콜린타르타르산염|아스코르브산|토코페롤아세테이트2배산|산화아연|셀레늄함유건조효모|산화마그네슘|농축콜레칼시페롤과립|우르소데옥시콜산|감마-오리자놀
201801355,벤포티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|비오틴|폴산|시아노코발라민|이노시톨|콜린타르타르산염|아스코르브산과립97%|토코페롤아세테이트2배산|산화아연|셀레늄함유건조효모|산화마그네슘|콜레칼시페롤농축물(분말형)|우르소데옥시콜산|감마오리자놀
200806637,토코페롤아세테이트|아스코르브산|β-카로틴현탁액30%|유비데카레논|산화아연|셀레늄가루0.1%|우르소데옥시콜산
201105106,비사코딜|도큐세이트나트륨
197700322,트리프롤리딘염산염수화물|수도에페드린염산염
200811061,슈도에페드린염산염|트리프롤리딘염산염수화물
197600174,슈도에페드린염산염|트리프롤리딘염산염수화물
197000053,슈도에페드린염산염|트리프롤리딘염산염수화물
201602701,콘드로이틴설페이트나트륨|푸르설티아민|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독신염산염|시아노코발라민|토코페롤아세테이트|감마오리자놀
201404844,바실루스리케니포르미스균
198802331,L-아르기닌염산염
201705505,엘카르니틴
199100705,이부프로펜
199400581,아세트아미노펜
202005623,아세트아미노펜과립
200101204,황백연조엑스(3.3→1)|산초30%에탄올연조엑스(3.3→1)|치자연조엑스(3.0→1)|글리시리진산|살리실산메틸|L-멘톨|d-캄파
200002457,레보카르니틴|코바마미드
201707611,레보카르니틴|코바마미드
201905455,카페인수화물|티아민질산염|리보플라빈포스페이트나트륨|판토텐산칼슘|타우린
201707395,L-아스파르트산-L-아르기닌수화물
200400009,에르도스테인
200402284,에르도스테인
200301618,에르도스테인
200400233,에르도스테인
199304554,침강탄산칼슘
200200585,케토티펜푸마르산염
201701138,비사코딜|우르소데옥시콜산|디메티콘
202106425,L-카르니틴
201802652,에르도스테인
201701882,에르도스테인
200403246,에르도스테인
201801843,에르도스테인
200400668,에르도스테인
201900874,에르도스테인
201804395,에르도스테인
201802357,에르도스테인
201700418,에르도스테인
201801905,엘카르니틴
201708393,아시클로버
201903606,에르도스테인
201602501,에르도스테인
201601896,에르도스테인
201908100,에페드린염산염|카페인무수물|아세트아미노펜
201401536,에페드린염산염|카페인무수물|아세트아미노펜
199202273,글루타티온(환원형)
200807945,탄산칼슘|농축콜레칼시페롤과립
201405623,시트룰린말산염
202008428,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
198500893,니푸록사지드
200403333,티아민질산염|니코틴산아미드|아스코르브산97%과립|피토나디온5%건조분말
199500642,케토프로펜
199902738,무피로신
201602500,수산화마그네슘|노회엑스|우르소데옥시콜산
201604385,아모롤핀염산염
201308922,덱시부프로펜
200903668,덱시부프로펜
200302371,덱시부프로펜
202004710,이부프로펜
201201024,리도카인
202003212,메틸메티오닌설포늄염화물|탄산수소나트륨|스코폴리아엑스3배산|탄산마그네슘|침강탄산칼슘|당약가루|자소엽건조엑스(7.8∼9.5→1)|비오디아스타제2000|리파제AP12
202107783,방풍통성산건조엑스(4.6→1)
200102064,리도카인
200810888,리도카인
200201997,폴리사카리드철착염|시아노코발라민1000배산|폴산
200300741,디시클로민염산염|파파베린염산염|우르소데옥시콜산|L-멘톨
201601614,에르도스테인
200400268,디클로페낙나트륨
200202755,덱시부프로펜
201404024,바실루스리케니포르미스균
201600361,바실루스리케니포르미스균
200002975,dl-메틸에페드린염산염|노스카핀|카르비녹사민말레산염|구아야콜설폰산칼륨|덱스트로메토르판브롬화수소산염수화물
196700061,l-멘톨|d-캄파|살리실산메틸|디펜히드라민|티몰|살리실산글리콜
201107630,아세트아미노펜|클로르페니라민말레산염|슈도에페드린염산염
202201272,무피로신
200009333,레보노르게스트렐|에티닐에스트라디올
200301629,아시클로버
201307928,아스피린
200403671,나프록센
201210591,아스피린
200810996,알긴산|카르복시메틸셀룰로오스나트륨
200201554,알벤다졸
200201559,피록시캄
