품목일련번호,combined,
201708640,12개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 12세미만의소아는의사또는약사와상의하십시오는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201800115,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이 만3개월이상및만2세미만의영아는의사또는약사와상의하십시오.,
201804692,만7세이상~만15세미만은1회1캡슐|1일3회식후30분에복용합니다. 이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이 만3개월이상및만2세미만의영아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202203646,,
200502455,8세이상은1회1캡슐씩|1일1회복용합니다. 이약을복용하기전에만1세미만의젖먹이햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.,
202200555,,
202202274,,
202105666,이약을복용하기전에40세이상의여성는의사또는약사와상의하십시오.,
201706350,,
202106628,이약을복용하기전에40세이상의여성는의사또는약사와상의하십시오.,
202007142,,
201206706,,
202001565,,
202106059,만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도·감독하에투여하십시오,
202107326,만12세이상은1회1포(20mL)씩|1일2회식간에(식사때와식사때사이에)복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 미숙아유아는의사또는약사와상의하십시오.,
202004035,만12세이상은1회1캡슐씩|1일2회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.1개월이상복용하여도증상의개선이없을경우복용을즉각중지하고의사또는약사와상의하십시오.,
201601045,만12세이상청소년1회1캡슐씩|1일2회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201908451,어린이에게사용할경우보호자의지도감독하에사용하십시오,
200001984,,
200501401,15세미만소아는이약을복용하지마십시오,
199800190,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201508370,이약을복용하기전에 만10세이하의어린이는의사또는약사와상의하십시오. 만10세이하의어린이는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202000645,이약을복용하기전에만10세이하의어린이는의사또는약사와상의하십시오.,
200503400, 만3개월미만의영아는이약을복용하지마십시오.,
202200631,만12세이상은1회1정씩|1일1회식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도와감독하에투여하십시오,
199701407,소아는이약을사용하지마십시오.,
201506815,만6세이하의어린이가과량복용시철분중독성사망을일으킬수있으므로어린이의손에닿지않는곳에보관하십시오. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201506816,만6세이하의어린이가과량복용시철분중독성사망을일으킬수있으므로어린이의손에닿지않는곳에보관하십시오. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202002302,6세이상소아는1회1포(1g)|1일2회물에희석(묽게함)하여복용합니다. 어린이에게투여할경우보호자의지도감독하에투여하십시오1개월이상복용하여도증상의개선이없을경우복용을즉각중지하고의사또는약사와상의하십시오.,
199701269,6세이상의소아는1일1회1정(10mg)을취침전에복용하고|이상반응에민감한환자의경우는1/2정(5mg)씩을아침|저녁에분할복용합니다. 신장애환자의투여간격은환자의신기능에따라조절되어야하고|신장애를가진소아환자는환자의신청소율과체중을고려하여개별적으로용량을조절해야하므로자세한사항은허가사항을참고하십시오.,
200811530,7세~14세의소아는1회1정을1일1~2회복용합니다. 7세미만의소아는이약을복용하지마십시오.,
202001895,,
202007594,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201110342,어린이에게사용할경우보호자의지도감독하에사용하십시오,
198800788,,
202002635,만8세이상은1회1정|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202107305,12개월미만의영아는이약을복용하지마십시오.이약을복용하기전에12세미만의소아는의사또는약사와상의하십시오는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도·감독하에투여하십시오,
201906455,만12세이상은1회1캡슐|1일2회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202007130,만12세이상은1회1포씩|1일2회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.,
200908953,이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201905948,12개월미만의영아는이약을복용하지마십시오.,
199701385,12세이상의소아는1회2정(1g)을1일3회식후30분~1시간에씹어서복용합니다,
202102839,만8세이상은1회1정씩|1일1회식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도·감독하에투여하십시오,
201202902,12세이상은1회1캡슐씩|1일3회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
200607903,12세이상의어린이는1회1정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201904192,12세이하의소아는이약을복용하지마십시오.,
199302063,,
201702647,소아는이약을사용하지마십시오.,
200100431,,
200810661,만8세이상은1일1~2회|1회1캡슐을복용합니다. 이약을복용하기전에만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202105133,이약을복용하기전에15세미만의소아는의사또는약사와상의하십시오.,
202004872,,
201005692,생후6개월이상의소아는1회0.4~0.6mL/kg(5~7mg/kg)|4~6시간간격으로필요시에복용하며|1일최대4회(28mg/kg)를넘지않습니다. 체중이30kg이하인소아에게는1일최대25mL(300mg)을초과하지않습니다,
201403363,이약을복용하기전에6세미만의어린이는의사또는약사와상의하십시오.,
199600913,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
199100998,,
199302401,,
201801011,만11세이상~만15세미만은1일3회1회11/2포(9mL)|만7세이상~만11세미만은1일3회1회1포(6mL)|만3세이상~만7세미만은1일3회1회1/2포(3mL)를복용합니다,
202000797,,
198800911,,
200001947,13세이상~18세이하는1회5mL~10mL(250~500mg)씩|1일3~4회|6세이상~12세이하는1회5mL(250mg)씩|1일3회|2세이상~5세이하는5mL~10mL(250~500mg)을4회분할하여복용합니다. 2세미만의소아는이약을복용하지마십시오.,
201903734,만7세이하의어린이는이약을복용하지마십시오,
200707111,어린이에게사용할경우보호자의지도감독하에사용하십시오,
199701870,,
200301805,,
199800471,,
200403204, 15세미만의소아는이약을복용하지마십시오.,
202001961,,
199302106,,
201804166,,
198900128,11~14세소아는1회2/3병|8~10세소아는1회1/2병|5~7세소아는1회1/3병|3~4세소아는1회1/4병|1~2세소아는1회1/5병|1일3회식후에복용합니다 3개월미만의영아는이약을복용하지마십시오이약을복용하기전에1세미만의영아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202104136,만11세이상~만15세미만은2/3병씩|만8세이상~만11세미만은1/2병씩|만5세이상~만8세미만은1/3병씩|만3세이상~만5세미만은1/4병씩|만1세이상~만3세미만은1/5병씩|1일3회식후에복용합니다 만3개월미만의젖먹이는이약을복용하지마십시오이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202104023,만11세이상~만15세미만은2/3병씩|만8세이상~만11세미만은1/2병씩|만5세이상~만8세미만은1/3병씩|만3세이상~만5세미만은1/4병씩|만1세이상~만3세미만은1/5병씩|1일3회식후에복용합니다 만3개월미만의젖먹이는이약을복용하지마십시오이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200401321,,
201403225,8세~14세소아는1회1캡슐씩|1일3회식후에복용합니다. 8세미만의소아는이약을복용하지마십시오.,
201103677, 만3개월미만의영아및만2세미만의소아는이약을복용하지마십시오.,
200806776,만8세~14세의어린이는1회1캡슐씩|1일3회식후에복용합니다. 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202103770,만8세이상~만15세미만은1회1/2정씩|1일3회공복(빈속)시를피하여복용합니다 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상만2세미만의영아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201103683, 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
200901402,8~14세는1회1/2포를1일3회식후또는식간에복용합니다. 어린이에게투여할경우보호자의지도감독하에투여하십시오,
201706955,,
201206484,,
202008319,,
202009092,만11세이상~만15세미만은1회2/3포(13환)|만8세이상~만11세미만은1회1/2포(10환)씩|1일3회복용합니다 만7세이하의어린이는이약을복용하지마십시오,
200003482,,
201900727,,
201705256,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
201705257,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
201705258,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
201903831,만12세이상소아은1회2캡슐(650mg)1일3~4회(4~6시간마다)필요시복용합니다,
200512203,이약을복용하기전에6세미만의어린이는의사또는약사와상의하십시오.,
199605128,,
201803284,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200004836,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201708389,만11세이상~만15세미만은1회2/3병(50mL)|만8세이상~만11세미만은1회1/2병(37.5mL)|만5세이상~만8세미만은1회1/3병(25mL)|만3세이상~만5세미만은1회1/4병(18.75mL)|만1세이상~만3세미만은1회1/5병(15mL)를1일1~3회식후복용합니다 만3개월미만의젖먹이에게투여하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
200907667,,
201904167,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상만1세미만의영아는의사또는약사와상의하십시오.,
202201816,만3개월미만의영아(갓난아기)는이약을복용하지마십시오.이약을복용하기전에만3개월이상및만2세미만의영·유아수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
202007452,,
201507379,,
202107800,,
201400348,만3개월미만의영아및만2세미만의소아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
201605000, 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만2세미만의영아·유아는의사또는약사와상의하십시오.,
201206327, 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만2세미만의영아·유아는의사또는약사와상의하십시오.,
201701296,만11세이상~만15세미만은1회2정씩|1일1회취침시(공복(빈속)시)에복용합니다 이약을복용하기전에만10세이하의어린이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201601700,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상및 만2세미만의영아유아는의사또는약사와상의하십시오.,
200401293,24개월이상의소아는3일동안1일2~3포(6~9g)를3회분할복용하고이후4일동안1일2포(6g)를3회분할복용합니다.,
200500605,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상및만2세미만의영․유아는의사또는약사와상의하십시오.,
201908406,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이 만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.,
200308825,만12세이상소아은4시간마다1정씩복용하되|24시간동안6정을초과하지마십시오. 만6세이상~12세미만소아는4시간마다1/2정씩복용하되|24시간동안3정을초과하지마십시오. 만6세미만소아는의사의지시에따릅니다.,
200102657,,
201803063,12세이상어린이및청소년은이약1개를입안에서서서히녹여서복용합니다,
201800131,6세이상의소아는1일1회1캡슐(10mg)을취침전에복용하고|이상반응에민감한환자의경우는1/2캡슐(5mg)씩을아침|저녁에분할복용합니다.신장애를가진소아환자는환자의신청소율과체중을고려하여개별적으로용량을조절해야하므로자세한사항은허가사항을참고하십시오.,
200402939,1회1정을11세~14세는1일2회를식전(식간(식사때와식사때사이에)또는식후)에복용합니다 이약을복용하기전에7세미만의유아는의사또는약사와상의하십시오는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201601694,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200902905,,
198802479,,
200001147,,
200303258,,
199304353,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200410186,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201500029,,
201308277,,
202101302,,
200711818,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201903580,2세이상의소아는상처및주변피부에1일수회적용하여가볍게마사지합니다  6개월미만의영아는이약을복용하지마십시오.어린이에게사용할경우보호자의지도감독하에사용하십시오,
200600587,,
200501134,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201904713,만12세이상은1일1회|1회1정을식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200102653,,
201104359,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영·유아및어린이(14세이하)는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201906430,만2세이상은상처및주변피부에1일수회적용하여가볍게마사지합니다 어린이에게사용할경우보호자의지도감독하에사용하십시오.,
198400131,11~14세는1회200~250mg|7~10세는1회150~-200mg|3~6세는1회100~150mg|1~2세는1회50~100mg을1일3~4회경구투여합니다. 체중이30kg미만인어린이는1일량이500mg을초과해서는안되며공복시복용은피하는것이바람직합니다,
201405373,,
201804568,,
202008370,24개월이상소아는3일동안1일2~3포(6~9g)를3회분할복용하고이후4일동안1일2포(6g)를3회분할복용합니다.,
201501325,,
202105124,,
199702566,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201705576,,
200807223,,
200906877,12세이상어린이및청소년은이약1개를입안에서서서히녹여서복용합니다,
200610734,6세이상의소아는1회1포(1g)|1일2회물에희석하여복용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오,
200004251,6세이하의유아는이약을복용하지마십시오.,
200204348,만8세이상~만15세미만은1회1정1일2~3회식후또는식간에복용합니다,
199101135,,
201505055,만8세이상~만15세미만은1회1정1일2~3회식후또는식간에복용합니다,
198100428,,
199201048,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
197900411,6개월이하의영아는이약을복용하지마십시오.이약을복용하기전에소아는의사또는약사와상의하십시오.,
201907215,만12세이상소아은1회2캡슐(650mg)1일3~4회(4~6시간마다)필요시복용합니다,
201404989,,
200301809,만12세이상청소년은1회1~2캡슐(200~400mg)씩|1일3~4회복용합니다,
201103628,,
201310281,,
201908484,만11세이상~만15세미만은1회2/3병(20mL)|만7세이상~만11세미만은1회1/2병(15mL)|만3세이상~만7세미만은1회1/3병(10mL)을복용합니다,
202105844,만8세이상~만15세미만은1회1정씩|1일3회식후복용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오,
199200354,,
201104267,만3개월미만의영아및만2세미만의소아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
201800701,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202000257,11~14세어린이는1회1~2정|5~10세어린이는1회1정|1일1회복용합니다. 5세미만의어린이는이약을복용하지마십시오.,
201206916,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상및만2세미만의영․유아는의사또는약사와상의하십시오.,
201801678,유소아는이약을 복용하지마십시오.,
201507777,,
200807310,15세미만의소아는이약을복용하지마십시오.,
200811432,11세이상~15세미만은1일1회1~2정을취침전또는공복시에복용합니다,
201308550,만8세이상은1회2정씩|1일2회복용합니다.  만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202001535,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상만2세미만의영⋅유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200502895,만7세이상의소아는1회2~3방울1일2회|만2세~만7세미만의유아는1회1방울1일2회양쪽비강에분무합니다 만2세미만의영아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201101902,만7세이상~만15세미만소아는1회1번씩비강내에분무합니다 만7세미만의유아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200103013, 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에만2세미만의영아및유아는의사또는약사와상의하십시오.,
201508323,만2세이상~만12세미만의어린이는1회1번씩|1일3회의범위내에서비강(코안)에뿌립니다 만2세미만의유아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201508322,만12세이상의청소년은1회1번씩|1일3회의범위내에서비강(코안)에분무합니다. 만12세미만의유아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201508329,어린이에게투여할경우보호자의지도감독하에사용하십시오,
200604321,만11세이상~만15세미만은1회1캡슐과1/3캡슐씩(4/3캡슐)|만8세이상~만11세미만은1회1캡슐씩|1일3회식후30분에복용합니다. 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201908562,12세이상의소아는1회1정(10mg)|1일1회|6~12세미만은체중이30kg이상인경우1회1정(10mg)|1일1회복용합니다. 6세미만의소아는이약을복용하지마십시오.,
202108124,,
202000062,6세이상의소아는1일1회1캡슐(10mg)을취침전에복용하고|이상반응에민감한환자의경우는1/2캡슐(5mg)씩을아침|저녁에분할복용합니다. 신장애를가진소아환자는환자의신청소율과체중을고려하여개별적으로용량을조절해야하므로자세한사항은허가사항을참고하십시오.,
201904794,,
202006476,,
199000139,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
199903754,,
200502126,,
202004278,,
201907167,,
201405694,만2세미만의영아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201504881,6세이상의소아는1회1포(1g)|1일2회물에희석하여복용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오,
201604876,,
199906839,,
201504224,,
200904269,어린이에게투여할경우보호자의지도감독하에투여하십시오,
202106502,어린이에게투여할경우보호자의지도·감독하에투여하십시오,
201604969,,
202005474,,
201500632, 18세미만은이약을사용하지마십시오.,
200503163,만8세이상어린이은1회2정씩|1일1회식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201405539,6세이상의소아는1회1포(1g)|1일2회물에희석하여복용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오,
198801106,,
200805424,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201402033,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만2세미만의영ㆍ유아는의사또는약사와상의하십시오.,
201206987,,
200600308,30개월이하의유아는이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201604278,15세미만의어린이는이약을복용하지마십시오.,
200810919,어린이에게투여할경우보호자의지도감독하에투여하십시오,
198800991,30개월이하의유아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200201092,30개월이하의유아에는사용하지마십시오. 소아에사용할경우경련을유발할수있으므로신중히사용하십시오,
202003682,,
201605959,어린이에게사용할경우보호자의지도감독하에사용하십시오,
200905015,소아는이약을사용하지마십시오.,
202004279,소아는이약을복용하지마십시오.,
200401422,어린이에게투여할경우보호자의지도감독하에투여하십시오,
202108177,만12세이상은1회1~2정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
200607885,,
202009393,만8세이상은1회1캡슐씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
195900034,,
199901295,,
200501323,어린이에게투여할경우보호자의지도감독하에투여하십시오,
199301383,어린이에게사용할경우보호자의지도감독하에사용하십시오,
198901098,소아는 의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200807831,,
200301038,,
202004223,7~14세는1회2/3포(6.0g)|4∼6세는1회1/2포(4.5g)|2~3세는1회1/3포(3.0g)|1세이하는1회1/4포(2.25g)|1일3회식전또는식간에(식사때와식사때사이에)미지근한물에녹여서입이나목등을적셔가면서소량씩천천히복용합니다. 이약을복용하기전에1세이하의영아(젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201402369,만8세이상15세미만은1회1정1일3회를식간(식사때와식사때사이)및취침시복용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201110262,,
197400343,14세이상은1회1~2정(8~16mg)씩1일3회|6세이상14세미만소아는1회1/2~1정(4~8mg)씩1일2~3회|2세이상6세미만의소아는1회1/2정(4mg)씩1일1~2회복용합니다.,
197600483,,
199702520,6세이상의소아는1일1회1정(10mg)을취침전에복용하고|이상반응에민감한환자의경우는1/2정(5mg)씩을아침|저녁에분할복용합니다. 신장애환자의투여간격은환자의신기능에따라조절되어야하고|신장애를가진소아환자는환자의신청소율과체중을고려하여개별적으로용량을조절해야하므로자세한사항은허가사항을참고하십시오.,
198901916,,
199202053,소아는이약을사용하지마십시오.,
199802384,,
198901915,11~14세는1회200~250mg|7~10세는1회150~-200mg|3~6세는1회100~150mg|1~2세는1회50~100mg을1일3~4회경구투여합니다. 체중이30kg미만인어린이는1일량이500mg을초과해서는안되며공복시복용은피하는것이바람직합니다,
199501954,,
198601210,,
198901918,,
199501953,,
202000647,,
199501944,폴산결핍증|다른약물투여로인한결핍증치료경우24개월이상소아는1일0.25~1mg을복용합니다. 폴산결핍증예방및폴산의요구량이증대하는각종질환경우24개월이상소아는1일0.1~0.25mg을복용합니다.,
199702527,,
202106940,어린이에게는사용하지마십시오,
201802791,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상및만2세미만의영아유아는의사또는약사와상의하십시오.,
201803067,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상및만2세미만의영아유아는의사또는약사와상의하십시오.,
201803065,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만3개월이상및만2세미만의영아유아는의사또는약사와상의하십시오.,
201604895,,
198200011,,
201103151,만11세이상∼만15세미만은1회4/3캡슐|만7세초과∼만11세미만은1회1캡슐|1일3회식후30분에복용합니다. 만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상및 만2세미만의영아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
199300583,,
201600778,15세미만의소아는이약을복용하지마십시오,
201404805,,
201200838,,
201501594,만8세이상~만15세미만은1회1정1일2~3회식후또는식간에복용합니다,
198901887,만8세이상~만15세미만은1회1정1일2~3회식후또는식간에복용합니다,
201404221,만12세이상어린이1회2정씩|1일1회또는1회1정씩|1일2회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.,
201406121,만12세이상1회2정씩|1일1회또는1회1정씩|1일2회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201406034,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
201907773,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만2세미만의영아ㆍ유아는의사또는약사와상의하십시오.,
201202817,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
201900992,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이 만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.,
201202816,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
202104921,이약을복용하기전에만3개월이상및만2세미만의영·유아수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
202104905,이약을복용하기전에만3개월이상및만2세미만의영·유아수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
202104856,이약을복용하기전에만3개월이상및만2세미만의영·유아수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이는의사또는약사와상의하십시오.,
